Type,Timestamp,ProcessStepName,Parameter,Pump To Pressure,Pump Pressure,Step Time,Log Interval,Pump Time,CHF3 (100) (sccm),CF4 (100) (sccm),SF6 (100) (sccm),C4F8 (100) (sccm),Ar (100) (sccm),O2 (100) (sccm),Table Temperature (C),Water Temperature (C),Process State,Elapsed Time,Ignore Tolerance,Rf Hold,Pressure (mTorr),Position (Deg),Position Mode,LPS Strike Pressure (mTorr),LPS Dc Bias (volts),LPS Ramp Rate,HF Power (W),HF Reflected Power (W),ICP Power (W),ICP Reflected Power (W),Upper Magnitude (%),Upper Phase (%),Lower Magnitude (%),Lower Phase (%),DC Bias (V),Lf232 Power (W),Lf232 Reflected Power (W),Tune (%),Load (%),Hold,Manual,Frequency (kHz),Pulsed,Hi Power (W),Low Power (W),Pulse Time (Hz),Duty Cycle (%),Helium Pressure (Torr),Helium Flow,Helium Flow[1],He Leak Mode,Endpoint State,Endpoint,Signal Smooth Time (Secs),Endpoint Closed Time (Secs),Endpoint Type,Endpoint Threshold Type,Endpoint Normalisation Time (Secs),Endpoint Normalisation (percent),Endpoint OverEtch Time (Secs),Endpoint Threshold (percent),Endpoint Capture Time (Secs),Endpoint OverEtch (percent),Etch Depth,Refractive Index,Laser Wavelength,Etch Depth[1],Etch Rate,Derivative Smooth Time (Secs),Derivative Gain,Endpoint Type[1],Wavelength 1 (%),Wavelength 2 (%),Wavelength 3 (%),Integration Time (ms),Sample Average,Boxcar Width,taskID,BatchID,LotID,recipe,UID,user
Data,2024/08/29 15:37:52.902,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:46:22.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,841.6128,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.9 ,62.8 ,67.6 ,504.5 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:37:57.948,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:46:17.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,846.6588,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,504.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:02.963,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:46:12.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,851.6738,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:08.010,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:46:07.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,856.7208,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,504.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:13.056,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:46:02.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,861.7668,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:18.072,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:57.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,866.7828,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.3 ,35.8 ,62.7 ,67.5 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:23.134,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:52.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,871.8448,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,504.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:28.165,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:47.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,51.0 ,22 ,14 ,Process started  all tolerances OK,876.8759,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,504.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:33.227,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:42.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.8 ,22 ,14 ,Process started  all tolerances OK,881.9379,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,504.0 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:38.289,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:37.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,886.9999,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:43.304,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:32.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,892.0149,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:48.351,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:27.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,14 ,Process started  all tolerances OK,897.0619,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:53.413,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:21.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.1 ,22 ,14 ,Process started  all tolerances OK,902.1239,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:38:58.459,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:16.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,907.1699,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:03.475,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:11.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,912.1859,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.8 ,67.6 ,503.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:08.537,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:06.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,14 ,Process started  all tolerances OK,917.2479,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:13.583,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:45:01.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,14 ,Process started  all tolerances OK,922.2939,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:18.599,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:56.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,14 ,Process started  all tolerances OK,927.3099,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:23.615,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:51.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,932.325,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:28.630,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:46.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,937.34,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.6 ,503.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:33.677,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:41.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.8 ,22 ,14 ,Process started  all tolerances OK,942.387,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.9 ,62.7 ,67.6 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:38.692,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:36.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,14 ,Process started  all tolerances OK,947.402,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,503.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:43.707,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:31.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,14 ,Process started  all tolerances OK,952.417,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:48.723,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:26.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,15 ,Process started  all tolerances OK,957.433,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:53.769,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:21.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,15 ,Process started  all tolerances OK,962.479,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:39:58.800,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:16.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,15 ,Process started  all tolerances OK,967.51,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,502.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:03.846,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:11.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,15 ,Process started  all tolerances OK,972.556,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.5 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:08.862,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:06.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,15 ,Process started  all tolerances OK,977.572,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.7 ,67.5 ,502.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:13.877,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:44:01.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,15 ,Process started  all tolerances OK,982.587,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.5 ,502.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:18.908,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:56.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,15 ,Process started  all tolerances OK,987.618,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.3 ,35.8 ,62.6 ,67.5 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:23.955,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:51.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.0 ,22 ,15 ,Process started  all tolerances OK,992.665,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.5 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:29.001,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:46.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.5 ,22 ,15 ,Process started  all tolerances OK,997.7111,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.5 ,502.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:34.016,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:41.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,15 ,Process started  all tolerances OK,1002.726,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,502.3 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:39.063,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:36.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,15 ,Process started  all tolerances OK,1007.773,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.3 ,35.8 ,62.6 ,67.4 ,502.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:44.125,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:31.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.3 ,22 ,15 ,Process started  all tolerances OK,1012.835,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,502.1 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:49.140,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:26.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,15 ,Process started  all tolerances OK,1017.85,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:54.187,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:21.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.7 ,22 ,15 ,Process started  all tolerances OK,1022.897,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:40:59.218,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:16.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,49.9 ,22 ,15 ,Process started  all tolerances OK,1027.928,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:04.248,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:11.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.8 ,22 ,15 ,Process started  all tolerances OK,1032.958,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:09.279,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:06.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.9 ,22 ,15 ,Process started  all tolerances OK,1037.989,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:14.295,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:43:01.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,15 ,Process started  all tolerances OK,1043.005,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:19.340,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:42:56.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.4 ,22 ,15 ,Process started  all tolerances OK,1048.051,,,50.5 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.6 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:24.356,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:42:51.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.6 ,22 ,15 ,Process started  all tolerances OK,1053.066,,,50.7 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
Data,2024/08/29 15:41:29.403,OPT - O2 CHAMBER CLEAN,Readbacks,,7.50e-09,02:42:46.000,,00:00:00.000,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,50.2 ,22 ,15 ,Process started  all tolerances OK,1058.113,,,50.6 ,26.9 ,,,,,201 ,1 ,1995 ,1 ,35.4 ,35.8 ,62.6 ,67.4 ,501.8 ,0 ,0 ,38 ,0 ,,,,,,,,,0.0 ,0.0 ,,,OFF,99.9 ,,,,,,,,,,,,,,off,off,,,,,,,,,,,,LotID,OPT - O2 CHAMBER CLEAN,,user
